player,hof_flag,final_mvp,all_stargame,championship_ring,league_mvp,assist,blocks,box_plus_minus,points,steals,total_rebounds,value_of_replacement,win_shares
George McCloud,N,N,N,N,N,1615.00,172.00,-14.30,6701.00,597.00,2200.00,0.50,24.00
George McGinnis,N,N,Y,N,N,2318.00,259.00,16.80,10162.00,1024.00,5876.00,2.30,38.00
George Thompson,N,N,N,N,N,225.00,6.00,-1.90,780.00,66.00,181.00,0.10,3.00
George Trapp,N,N,N,N,N,194.00,70.00,-11.20,2059.00,117.00,818.00,-0.60,6.00
George Zidek,N,N,N,N,N,39.00,13.00,-22.60,515.00,18.00,332.00,-0.70,1.00
Georgi Glouchkov,N,N,N,N,N,32.00,25.00,-6.60,239.00,26.00,163.00,-0.90,-1.00
Georgios Papagiannis,N,N,N,N,N,20.00,17.00,-2.70,124.00,3.00,86.00,-0.10,0.00
Gerald Brown,N,N,N,N,N,31.00,1.00,-9.10,80.00,5.00,22.00,-0.40,0.00
Gerald Fitch,N,N,N,N,N,33.00,5.00,-3.60,84.00,7.00,30.00,-0.10,0.00
Gerald Glass,N,N,N,N,N,362.00,75.00,-8.20,1823.00,157.00,643.00,0.00,3.00
Gerald Green,N,N,N,N,N,545.00,156.00,-35.80,5188.00,276.00,1333.00,-0.10,14.00
Gerald Henderson,N,N,N,Y,N,4796.00,297.00,-38.20,15028.00,1453.00,3418.00,0.20,56.00
Gerald Madkins,N,N,N,N,N,45.00,1.00,-5.30,37.00,13.00,15.00,-0.20,0.00
Gerald Paddio,N,N,N,N,N,90.00,6.00,-7.00,504.00,20.00,118.00,-1.50,0.00
Gerald Wallace,N,N,Y,N,N,2043.00,766.00,25.20,11771.00,1376.00,5719.00,1.90,70.00
Gerald Wilkins,N,N,N,N,N,2696.00,208.00,-20.00,11734.00,907.00,2645.00,0.50,34.00
Gerard King,N,N,N,N,N,80.00,26.00,-4.20,543.00,48.00,379.00,0.10,3.00
Gheorghe Muresan,N,N,N,N,N,123.00,395.00,-0.50,2611.00,143.00,1697.00,0.90,17.00
Giannis Antetokounmpo,N,N,Y,N,Y,1136.00,410.00,8.70,4737.00,358.00,2193.00,3.00,27.00
Gilbert Arenas,N,N,Y,N,N,3006.00,145.00,19.20,11739.00,914.00,2229.00,2.20,51.00
Glen Davis,N,N,N,N,N,534.00,202.00,-24.70,4752.00,415.00,2587.00,-0.10,21.00
Glen Gondrezick,N,N,N,N,N,522.00,99.00,8.50,2199.00,429.00,1714.00,1.20,15.00
Glen Rice,N,N,Y,N,N,1960.00,250.00,-0.40,17231.00,905.00,4012.00,1.60,83.00
Glenn Hansen,N,N,N,N,N,67.00,13.00,-4.10,431.00,47.00,187.00,-0.60,1.00
Glenn McDonald,N,N,N,N,N,92.00,25.00,-11.10,590.00,47.00,203.00,-0.50,1.00
Glenn Robinson,N,N,Y,N,N,1955.00,416.00,-15.40,14807.00,886.00,4517.00,0.80,43.00
God Shammgod,N,N,N,N,N,36.00,1.00,-9.60,61.00,7.00,7.00,-0.30,0.00
Goo Kennedy,N,N,N,N,N,6.00,5.00,-4.40,65.00,7.00,51.00,-0.20,0.00
Goran Dragic,N,N,N,N,N,3669.00,149.00,9.00,10429.00,806.00,2312.00,1.40,52.00
Gordan Giricek,N,N,N,N,N,737.00,61.00,-35.40,4541.00,296.00,1213.00,-0.30,10.00
Gordon Hayward,N,N,Y,N,N,1762.00,215.00,11.50,8077.00,527.00,2148.00,2.40,43.00
Gorgui Dieng,N,N,N,N,N,486.00,367.00,7.30,2639.00,283.00,2141.00,2.00,19.00
Grant Gondrezick,N,N,N,N,N,115.00,5.00,-7.50,454.00,38.00,146.00,-0.30,1.00
Grant Hill,N,N,Y,N,N,4204.00,570.00,32.00,16819.00,1224.00,6089.00,2.50,98.00
Grant Jerrett,N,N,N,N,N,3.00,2.00,-8.40,16.00,2.00,9.00,-0.10,0.00
Grant Long,N,N,N,N,N,1843.00,400.00,-0.20,10441.00,1306.00,6749.00,1.20,67.00
Granville Waiters,N,N,N,N,N,120.00,170.00,-13.80,588.00,54.00,512.00,-0.10,2.00
Greg Anderson,N,N,N,N,N,375.00,601.00,-40.80,5095.00,485.00,4340.00,-0.40,17.00
Greg Anthony,N,N,N,N,N,2997.00,79.00,0.70,5497.00,887.00,1417.00,0.70,36.00
Greg Ballard,N,N,N,N,N,1733.00,256.00,10.60,9947.00,877.00,4851.00,1.90,54.00
Greg Buckner,N,N,N,N,N,623.00,95.00,-3.90,2428.00,382.00,1377.00,0.50,18.00
Greg Butler,N,N,N,N,N,2.00,2.00,-11.10,56.00,1.00,28.00,-0.30,0.00
Greg Dreiling,N,N,N,N,N,186.00,137.00,-45.20,1014.00,82.00,1018.00,-0.20,4.00
Greg Foster,N,N,N,N,N,399.00,230.00,-73.10,3007.00,112.00,1995.00,-0.50,7.00
Greg Graham,N,N,N,N,N,236.00,13.00,-20.30,1106.00,147.00,260.00,-0.30,2.00
Greg Grant,N,N,N,N,N,850.00,8.00,-25.70,896.00,173.00,281.00,-0.60,3.00
Greg Jackson,N,N,N,N,N,189.00,18.00,-10.30,356.00,46.00,136.00,-0.60,0.00
Greg Kelser,N,N,N,N,N,398.00,135.00,-5.90,2831.00,211.00,1417.00,0.40,9.00
Greg Kite,N,N,N,N,N,347.00,418.00,-47.80,1678.00,163.00,2438.00,-0.20,5.00
Greg Minor,N,N,N,N,N,384.00,46.00,-12.20,1902.00,156.00,741.00,0.00,8.00
Greg Monroe,N,N,N,N,N,1216.00,332.00,14.40,7572.00,614.00,4707.00,2.30,45.00
Greg Oden,N,N,N,N,N,51.00,130.00,1.30,840.00,40.00,656.00,0.50,7.00
Greg Ostertag,N,N,N,N,N,406.00,1253.00,4.90,3425.00,182.00,3978.00,1.00,33.00
Greg Smith,N,N,N,N,N,145.00,64.00,-12.80,964.00,92.00,720.00,0.00,6.00
Greg Stiemsma,N,N,N,N,N,94.00,232.00,3.70,627.00,116.00,664.00,0.70,6.00
Greg Sutton,N,N,N,N,N,284.00,13.00,-12.10,761.00,84.00,153.00,-0.40,1.00
Greivis Vasquez,N,N,N,N,N,2162.00,38.00,-12.40,4212.00,256.00,1145.00,0.30,17.00
Gus Bailey,N,N,N,N,N,59.00,16.00,-2.90,122.00,17.00,82.00,-0.10,0.00
Gus Gerard,N,N,N,N,N,387.00,238.00,-24.60,2731.00,250.00,1208.00,0.00,9.00
Gus Williams,N,N,Y,N,N,4597.00,291.00,14.30,14093.00,1638.00,2222.00,2.30,68.00
Gustavo Ayon,N,N,N,N,N,185.00,77.00,3.30,686.00,109.00,648.00,0.50,6.00
Ha Seung-Jin,N,N,N,N,N,2.00,5.00,-9.90,26.00,1.00,18.00,-0.20,0.00
Hakeem Olajuwon,Y,Y,Y,N,Y,3058.00,3830.00,78.90,26946.00,2162.00,13748.00,4.30,163.00
Hakim Warrick,N,N,N,N,N,383.00,163.00,-33.60,5007.00,209.00,2135.00,-0.40,21.00
Hamed Haddadi,N,N,N,N,N,28.00,65.00,-3.00,202.00,8.00,229.00,0.00,1.00
Hank Finkel,N,N,N,N,N,59.00,10.00,-9.60,275.00,10.00,247.00,-0.40,1.00
Hank McDowell,N,N,N,N,N,96.00,28.00,-18.60,606.00,32.00,434.00,-0.20,2.00
Hanno Mottola,N,N,N,N,N,75.00,28.00,-11.80,715.00,31.00,442.00,-1.10,1.00
Happy Hairston,N,N,N,N,N,381.00,28.00,3.20,1872.00,116.00,1986.00,2.30,16.00
Harold Ellis,N,N,N,N,N,89.00,18.00,1.10,840.00,159.00,291.00,0.40,5.00
Harold Miner,N,N,N,N,N,237.00,27.00,-12.30,1740.00,80.00,420.00,-0.60,4.00
Harold Pressley,N,N,N,N,N,628.00,188.00,1.40,2702.00,275.00,1339.00,1.20,10.00
Harrison Barnes,N,N,N,N,N,564.00,78.00,-4.80,4605.00,285.00,1819.00,0.60,22.00
Harry Davis,N,N,N,N,N,16.00,8.00,-4.80,162.00,13.00,66.00,-0.30,0.00
Harthorne Wingo,N,N,N,N,N,102.00,43.00,-4.10,791.00,67.00,563.00,0.20,5.00
Harvey Catchings,N,N,N,N,N,638.00,1282.00,-4.20,2530.00,276.00,3843.00,0.60,22.00
Harvey Grant,N,N,N,N,N,1219.00,428.00,-13.00,7781.00,599.00,3436.00,0.60,36.00
Hasheem Thabeet,N,N,N,N,N,30.00,180.00,-7.30,474.00,63.00,588.00,0.10,5.00
Hassan Adams,N,N,N,N,N,14.00,5.00,-15.60,185.00,18.00,84.00,-0.20,1.00
Hassan Whiteside,N,N,N,N,N,93.00,553.00,1.10,2913.00,127.00,2435.00,1.20,25.00
Hawkeye Whitney,N,N,N,N,N,87.00,7.00,-5.40,404.00,59.00,146.00,0.00,1.00
Haywoode Workman,N,N,N,N,N,1336.00,21.00,-4.30,1853.00,328.00,783.00,0.30,10.00
Hedo Turkoglu,N,N,N,N,N,3175.00,333.00,7.90,11899.00,822.00,4327.00,1.40,70.00
Henry Bibby,N,N,N,N,N,2195.00,34.00,-15.10,5546.00,561.00,1499.00,0.10,24.00
Henry Dickerson,N,N,N,N,N,8.00,1.00,-9.20,28.00,2.00,3.00,-0.20,0.00
Henry Ellenson,N,N,N,N,N,7.00,1.00,-8.20,60.00,1.00,41.00,-0.20,0.00
Henry James,N,N,N,N,N,83.00,18.00,-19.10,1154.00,43.00,287.00,-0.40,3.00
Henry Sims,N,N,N,N,N,183.00,70.00,-9.40,1286.00,95.00,833.00,0.00,6.00
Henry Turner,N,N,N,N,N,29.00,8.00,-7.00,224.00,25.00,78.00,-0.10,0.00
Henry Walker,N,N,N,N,N,177.00,28.00,-4.70,1312.00,110.00,455.00,0.20,6.00
Henry Ward,N,N,N,N,N,6.00,5.00,-9.50,83.00,6.00,33.00,-0.30,0.00
Herb Williams,N,N,N,N,N,1769.00,1518.00,-32.90,11161.00,567.00,6082.00,0.40,34.00
Herm Gilliam,N,N,N,N,N,897.00,49.00,-2.90,3028.00,369.00,892.00,0.60,11.00
Hersey Hawkins,N,N,Y,N,N,2860.00,302.00,27.60,14470.00,1622.00,3554.00,2.70,91.00
Hilton Armstrong,N,N,N,N,N,128.00,166.00,-21.80,1008.00,113.00,941.00,-0.10,4.00
Hollis Copeland,N,N,N,N,N,9.00,2.00,-6.10,37.00,4.00,5.00,-0.10,0.00
Hollis Thompson,N,N,N,N,N,233.00,48.00,-12.40,1595.00,123.00,713.00,-0.30,5.00
Horace Grant,N,N,Y,Y,N,2568.00,1136.00,37.00,12970.00,1140.00,9435.00,2.80,118.00
Horacio Llamas,N,N,N,N,N,1.00,3.00,-13.80,24.00,1.00,18.00,-0.10,0.00
Hot Rod,N,N,N,N,N,1577.00,1438.00,19.80,9755.00,733.00,5915.00,2.10,70.00
Howard Carter,N,N,N,N,N,71.00,4.00,-4.50,342.00,19.00,86.00,-0.40,0.00
Howard Eisley,N,N,N,N,N,2892.00,86.00,-48.70,5366.00,577.00,1424.00,-0.10,21.00
Howard Komives,N,N,N,N,N,97.00,3.00,-5.80,189.00,32.00,43.00,-0.80,0.00
Howard Porter,N,N,N,N,N,230.00,271.00,-33.20,4770.00,205.00,2087.00,-0.50,22.00
Howard Wood,N,N,N,N,N,9.00,6.00,-6.20,144.00,8.00,65.00,-0.40,0.00
Howard Wright,N,N,N,N,N,3.00,5.00,-7.10,54.00,4.00,45.00,-0.20,0.00
Hubert Davis,N,N,N,N,N,943.00,31.00,-19.90,4686.00,256.00,923.00,0.00,22.00
Ian Clark,N,N,N,N,N,89.00,17.00,-11.00,348.00,31.00,100.00,-0.10,1.00
Ian Mahinmi,N,N,N,N,N,229.00,337.00,-6.10,2400.00,263.00,2042.00,0.40,21.00
Ike Diogu,N,N,N,N,N,97.00,92.00,-39.20,1804.00,46.00,930.00,-0.30,9.00
Iman Shumpert,N,N,N,N,N,761.00,103.00,-0.70,3009.00,484.00,1419.00,0.70,13.00
Ime Udoka,N,N,N,N,N,233.00,40.00,-0.80,1302.00,161.00,698.00,0.80,8.00
Ira Newble,N,N,N,N,N,354.00,112.00,-22.70,2061.00,225.00,1198.00,0.00,10.00
Ira Terrell,N,N,N,N,N,170.00,97.00,-8.50,1039.00,78.00,642.00,-0.10,5.00
Irv Kiffin,N,N,N,N,N,19.00,2.00,-9.40,82.00,10.00,40.00,-0.40,-1.00
Irving Thomas,N,N,N,N,N,10.00,1.00,-6.30,46.00,4.00,31.00,-0.10,0.00
Isaac Austin,N,N,N,N,N,609.00,229.00,-21.00,3795.00,244.00,2165.00,0.10,13.00
Isaiah Canaan,N,N,N,N,N,294.00,20.00,-11.70,1560.00,115.00,334.00,-0.20,4.00
Isaiah Rider,N,N,N,N,N,1535.00,136.00,-14.70,9405.00,367.00,2166.00,0.40,23.00
Isaiah Thomas,N,N,Y,N,N,2449.00,51.00,15.00,9138.00,476.00,1249.00,2.30,49.00
Isaiah Whitehead,N,N,N,N,N,192.00,36.00,-4.90,543.00,42.00,184.00,-1.20,-1.00
Ish Smith,N,N,N,N,N,1838.00,107.00,-37.00,3216.00,350.00,1103.00,-0.20,5.00
Isiah Thomas,Y,Y,Y,N,N,8662.00,243.00,27.90,17966.00,1793.00,3319.00,3.10,81.00
Ivano Newbill,N,N,N,N,N,33.00,18.00,-9.10,158.00,38.00,273.00,-0.20,1.00
Ivica Zubac,N,N,N,N,N,30.00,33.00,-2.50,284.00,14.00,159.00,-0.10,1.00
J.J. Anderson,N,N,N,N,N,176.00,60.00,-6.60,1214.00,169.00,721.00,0.20,5.00
J.J. Barea,N,N,N,N,N,1684.00,18.00,-17.30,4020.00,190.00,924.00,0.10,15.00
J.J. Hickson,N,N,N,N,N,510.00,356.00,-28.30,5670.00,314.00,4061.00,-0.10,24.00
J.J. Redick,N,N,N,N,N,1410.00,48.00,-0.60,7749.00,290.00,1249.00,0.90,44.00
J.R. Bremer,N,N,N,N,N,90.00,8.00,-10.90,228.00,36.00,69.00,-0.40,-1.00
J.R. Giddens,N,N,N,N,N,20.00,3.00,-9.20,114.00,14.00,82.00,-0.20,0.00
J.R. Henderson,N,N,N,N,N,22.00,4.00,-6.10,97.00,9.00,47.00,-0.30,0.00
J.R. Reid,N,N,N,N,N,761.00,316.00,-27.30,6993.00,613.00,4127.00,0.00,30.00
J.R. Smith,N,N,N,N,N,2049.00,208.00,4.60,11819.00,939.00,2923.00,1.10,48.00
Jabari Brown,N,N,N,N,N,40.00,2.00,-3.80,227.00,12.00,36.00,-0.30,0.00
Jabari Parker,N,N,N,N,N,314.00,56.00,-3.30,2403.00,151.00,847.00,0.30,9.00
Jabari Smith,N,N,N,N,N,38.00,14.00,-3.60,166.00,25.00,111.00,-0.30,1.00
Jack Givens,N,N,N,N,N,142.00,36.00,-3.00,1040.00,123.00,456.00,0.20,4.00
Jack Haley,N,N,N,N,N,86.00,52.00,-27.10,1207.00,63.00,1033.00,-1.00,3.00
Jack Marin,N,N,Y,N,N,765.00,78.00,-22.40,4377.00,223.00,1292.00,-0.30,17.00
Jack Sikma,N,N,Y,N,N,3488.00,1048.00,33.50,17287.00,1162.00,10816.00,3.00,112.00
Jackie Butler,N,N,N,N,N,25.00,31.00,-1.60,292.00,17.00,183.00,0.10,1.00
Jackson Vroman,N,N,N,N,N,84.00,47.00,-11.80,481.00,59.00,423.00,-0.30,0.00
Jacky Dorsey,N,N,N,N,N,11.00,3.00,-12.50,109.00,10.00,111.00,-0.30,0.00
Jacque Vaughn,N,N,N,N,N,1536.00,13.00,-34.60,2795.00,316.00,814.00,-0.60,15.00
Jae Crowder,N,N,N,N,N,632.00,146.00,6.60,4041.00,464.00,1755.00,1.20,26.00
Jahidi White,N,N,N,N,N,53.00,330.00,-36.50,1832.00,119.00,1761.00,-0.50,8.00
Jahlil Okafor,N,N,N,N,N,123.00,110.00,-7.40,1518.00,42.00,613.00,-0.60,2.00
JaJuan Johnson,N,N,N,N,N,6.00,14.00,-6.30,114.00,5.00,58.00,-0.30,0.00
JaKarr Sampson,N,N,N,N,N,169.00,92.00,-19.70,1134.00,84.00,543.00,-0.70,1.00
Jake Layman,N,N,N,N,N,11.00,3.00,-7.40,78.00,9.00,24.00,-0.30,0.00
Jake Tsakalidis,N,N,N,N,N,75.00,196.00,-24.70,1303.00,68.00,1118.00,-0.30,8.00
Jake Voskuhl,N,N,N,N,N,215.00,149.00,-21.50,1704.00,139.00,1413.00,0.00,11.00
Jakob Poeltl,N,N,N,N,N,12.00,20.00,-0.70,165.00,17.00,165.00,0.20,2.00
Jalen Rose,N,N,N,N,N,4237.00,377.00,-14.30,16343.00,831.00,3922.00,0.70,55.00
Jamaal Magloire,N,N,Y,N,N,295.00,490.00,-48.50,4041.00,171.00,3623.00,-0.40,20.00
Jamaal Tinsley,N,N,N,N,N,2981.00,145.00,-7.20,4179.00,708.00,1453.00,0.70,17.00
Jamaal Wilkes,Y,N,Y,Y,N,2035.00,260.00,1.20,14569.00,1042.00,5088.00,1.50,71.00
Jamal Crawford,N,N,N,N,N,4067.00,244.00,-16.70,17857.00,1077.00,2776.00,0.70,58.00
Jamal Mashburn,N,N,Y,N,N,2245.00,110.00,-4.40,10184.00,608.00,3088.00,1.10,39.00
Jamal Murray,N,N,N,N,N,170.00,24.00,-2.60,811.00,52.00,214.00,-0.30,1.00
Jamal Sampson,N,N,N,N,N,15.00,21.00,-3.90,108.00,6.00,174.00,-0.10,1.00
Jamario Moon,N,N,N,N,N,386.00,296.00,-6.20,2384.00,315.00,1592.00,0.90,19.00
Jameer Nelson,N,N,Y,N,N,4164.00,62.00,3.10,9500.00,731.00,2428.00,1.00,46.00
James Anderson,N,N,N,N,N,291.00,55.00,-13.80,1422.00,121.00,560.00,-0.20,3.00
James Bailey,N,N,N,N,N,568.00,623.00,-30.70,6348.00,356.00,3513.00,-0.10,19.00
James Donaldson,N,N,Y,N,N,891.00,1443.00,-7.50,9171.00,371.00,8528.00,0.90,69.00
James Edwards,N,N,N,Y,N,1553.00,940.00,-64.70,15874.00,456.00,6628.00,0.00,62.00
James Ennis,N,N,N,N,N,87.00,25.00,3.60,614.00,53.00,253.00,0.30,4.00
James Harden,N,N,Y,N,Y,3526.00,274.00,44.20,13618.00,904.00,3093.00,5.20,91.00
James Hardy,N,N,N,N,N,250.00,174.00,-1.60,957.00,126.00,1002.00,0.50,5.00
James Johnson,N,N,N,N,N,804.00,408.00,8.50,3271.00,338.00,1479.00,1.10,16.00
James Jones,N,N,N,Y,N,343.00,204.00,-11.30,3481.00,216.00,1214.00,0.40,24.00
James Michael,N,N,N,N,N,34.00,37.00,-1.60,264.00,28.00,148.00,0.20,2.00
James Nunnally,N,N,N,N,N,10.00,3.00,-15.10,62.00,7.00,27.00,-0.20,0.00
James Posey,N,N,N,N,N,1563.00,307.00,14.60,8072.00,999.00,4340.00,1.60,56.00
James Ray,N,N,N,N,N,76.00,39.00,-14.70,334.00,38.00,228.00,-0.20,0.00
James Robinson,N,N,N,N,N,753.00,75.00,-20.40,2949.00,209.00,687.00,-0.20,6.00
James Silas,N,N,N,N,N,1165.00,53.00,-9.90,4851.00,239.00,713.00,0.30,21.00
James Singleton,N,N,N,N,N,114.00,136.00,-1.10,1064.00,99.00,1025.00,0.30,8.00
James White,N,N,N,N,N,29.00,4.00,-3.40,125.00,13.00,48.00,-0.20,1.00
James Wilkes,N,N,N,N,N,40.00,13.00,-7.00,233.00,28.00,115.00,-0.10,1.00
James Worthy,Y,N,Y,Y,N,2791.00,624.00,17.40,16320.00,1041.00,4708.00,2.40,81.00
James Young,N,N,N,N,N,26.00,5.00,-11.50,202.00,24.00,94.00,-0.10,1.00
Jamie Feick,N,N,N,N,N,189.00,121.00,-14.60,1234.00,158.00,1934.00,0.10,11.00
Jamie Waller,N,N,N,N,N,3.00,1.00,-8.90,42.00,4.00,13.00,-0.20,0.00
Jamie Watson,N,N,N,N,N,102.00,17.00,0.10,306.00,68.00,139.00,0.10,1.00
Jamison Brewer,N,N,N,N,N,12.00,1.00,-5.50,31.00,8.00,22.00,-0.20,0.00
JaMychal Green,N,N,N,N,N,84.00,34.00,0.60,689.00,46.00,544.00,1.40,6.00
Jan Van,N,N,N,N,N,778.00,314.00,-4.50,2437.00,349.00,1717.00,0.70,14.00
Jan Vesely,N,N,N,N,N,117.00,119.00,-0.60,787.00,160.00,753.00,0.30,6.00
Jannero Pargo,N,N,N,N,N,711.00,24.00,-36.70,2197.00,185.00,475.00,-0.30,2.00
Jared Cunningham,N,N,N,N,N,39.00,4.00,-11.30,224.00,26.00,67.00,-0.40,0.00
Jared Dudley,N,N,N,N,N,1256.00,144.00,12.40,6492.00,691.00,2732.00,1.30,42.00
Jared Jeffries,N,N,N,N,N,908.00,403.00,-11.60,3343.00,513.00,2874.00,0.40,16.00
Jared Reiner,N,N,N,N,N,13.00,6.00,-5.90,33.00,5.00,71.00,-0.20,0.00
Jared Sullinger,N,N,N,N,N,477.00,161.00,-5.60,2893.00,180.00,2006.00,0.80,15.00
Jarell Eddie,N,N,N,N,N,5.00,1.00,-4.70,63.00,5.00,23.00,-0.10,0.00
Jarell Martin,N,N,N,N,N,23.00,16.00,-9.60,318.00,25.00,248.00,-0.40,1.00
Jaren Jackson,N,N,N,N,N,371.00,30.00,-5.00,1734.00,187.00,553.00,0.50,10.00
Jarnell Stokes,N,N,N,N,N,4.00,5.00,0.50,57.00,5.00,34.00,0.10,1.00
Jarrett Jack,N,N,N,N,N,3599.00,103.00,-11.70,8877.00,646.00,2296.00,0.50,36.00
Jarron Collins,N,N,N,N,N,382.00,92.00,-25.00,1977.00,128.00,1463.00,0.00,15.00
Jarvis Hayes,N,N,N,N,N,459.00,56.00,-19.40,3553.00,312.00,1330.00,-0.30,10.00
Jarvis Varnado,N,N,N,N,N,29.00,60.00,-8.90,206.00,21.00,135.00,0.00,2.00
Jason Caffey,N,N,N,N,N,420.00,110.00,-28.50,3368.00,209.00,2022.00,-0.20,14.00
Jason Collier,N,N,N,N,N,27.00,16.00,-14.10,368.00,19.00,222.00,-0.20,2.00
Jason Collins,N,N,N,N,N,415.00,286.00,-45.90,2021.00,277.00,2105.00,-0.10,14.00
Jason Hart,N,N,N,N,N,903.00,38.00,-23.00,1890.00,304.00,690.00,0.00,10.00
Jason Kapono,N,N,N,N,N,406.00,25.00,-30.30,3344.00,177.00,830.00,-0.30,10.00
Jason Kidd,N,N,Y,N,N,13193.00,488.00,88.70,18775.00,2899.00,9484.00,3.80,148.00
Jason Lawson,N,N,N,N,N,5.00,4.00,4.80,26.00,4.00,27.00,0.10,1.00
Jason Maxiell,N,N,N,N,N,252.00,430.00,-28.30,3147.00,200.00,2390.00,0.00,19.00
Jason Richardson,N,N,N,N,N,2577.00,408.00,16.30,17105.00,1164.00,4895.00,1.70,72.00
Jason Smith,N,N,N,N,N,358.00,316.00,-17.30,2990.00,166.00,1649.00,-0.10,12.00
Jason Terry,N,N,N,N,N,5300.00,262.00,17.30,18556.00,1547.00,3189.00,2.00,101.00
Jason Thompson,N,N,N,N,N,492.00,329.00,-7.20,3803.00,219.00,3011.00,0.20,19.00
Jason Williams,N,N,N,N,N,4611.00,60.00,-10.40,8266.00,933.00,1810.00,0.70,39.00
JaVale McGee,N,N,N,N,N,162.00,828.00,-22.00,4159.00,194.00,2647.00,0.30,25.00
Javaris Crittenton,N,N,N,N,N,51.00,2.00,-5.40,278.00,19.00,110.00,-0.60,0.00
Jawad Williams,N,N,N,N,N,56.00,8.00,-10.70,328.00,21.00,131.00,-0.40,1.00
Jawann Oldham,N,N,N,N,N,134.00,447.00,-5.80,1155.00,66.00,1079.00,0.20,4.00
Jay Guidinger,N,N,N,N,N,3.00,5.00,-5.30,47.00,4.00,33.00,-0.10,0.00
Jay Humphries,N,N,N,N,N,4003.00,78.00,-0.70,8062.00,1043.00,1847.00,1.20,44.00
Jay Murphy,N,N,N,N,N,12.00,7.00,-28.40,140.00,8.00,95.00,-0.30,0.00
Jay Taylor,N,N,N,N,N,5.00,3.00,-6.10,51.00,5.00,11.00,-0.10,0.00
Jay Vincent,N,N,N,N,N,1084.00,164.00,-48.00,8514.00,397.00,3129.00,0.10,26.00
Jay Williams,N,N,N,N,N,350.00,17.00,-2.20,714.00,86.00,195.00,-0.10,1.00
Jaylen Brown,N,N,N,N,N,64.00,18.00,-4.00,515.00,35.00,220.00,-0.70,2.00
Jayson Williams,N,N,Y,N,N,287.00,297.00,-23.50,3423.00,200.00,3543.00,0.00,20.00
Jeff Adrien,N,N,N,N,N,122.00,104.00,-10.70,990.00,70.00,866.00,0.00,7.00
Jeff Ayres,N,N,N,N,N,76.00,53.00,-5.30,489.00,26.00,460.00,0.10,5.00
Jeff Cook,N,N,N,N,N,771.00,246.00,-8.50,3034.00,338.00,2677.00,0.50,20.00
Jeff Cross,N,N,N,N,N,1.00,3.00,-10.10,26.00,2.00,30.00,-0.30,0.00
Jeff Foster,N,N,N,N,N,682.00,304.00,17.80,3698.00,504.00,5167.00,1.10,47.00
Jeff Grayer,N,N,N,N,N,541.00,56.00,-16.80,2743.00,228.00,1098.00,-0.20,7.00
Jeff Green,N,N,N,N,N,1296.00,436.00,-18.70,10663.00,626.00,3773.00,0.40,39.00
Jeff Hornacek,N,N,Y,N,N,5700.00,239.00,43.20,16933.00,1663.00,3925.00,2.90,116.00
Jeff Judkins,N,N,N,N,N,265.00,24.00,-11.00,1377.00,132.00,384.00,0.00,6.00
Jeff Lamp,N,N,N,N,N,333.00,17.00,-21.80,1769.00,125.00,558.00,-0.20,7.00
Jeff Malone,N,N,Y,N,N,1922.00,99.00,-23.70,15683.00,524.00,2178.00,0.00,51.00
Jeff Martin,N,N,N,N,N,109.00,47.00,-7.70,956.00,78.00,290.00,-0.60,2.00
Jeff McInnis,N,N,N,N,N,2820.00,37.00,-38.10,6059.00,429.00,1284.00,-0.10,28.00
Jeff Mullins,N,N,Y,N,N,305.00,22.00,-0.70,1250.00,69.00,276.00,0.80,6.00
Jeff Ruland,N,N,Y,N,N,985.00,259.00,18.30,5653.00,240.00,3285.00,3.10,34.00
Jeff Sanders,N,N,N,N,N,9.00,4.00,-8.00,28.00,4.00,39.00,-0.30,0.00
Jeff Taylor,N,N,N,N,N,110.00,15.00,-4.00,158.00,40.00,78.00,-0.40,0.00
Jeff Teague,N,N,Y,N,N,3310.00,205.00,-2.60,7545.00,713.00,1445.00,1.10,41.00
Jeff Turner,N,N,N,N,N,635.00,85.00,-37.60,3697.00,215.00,2036.00,-0.40,9.00
Jeff Wilkins,N,N,N,N,N,508.00,267.00,-36.70,3927.00,189.00,2846.00,-0.80,9.00
Jeff Withey,N,N,N,N,N,64.00,153.00,2.50,651.00,56.00,508.00,0.40,7.00
Jeffery Taylor,N,N,N,N,N,107.00,21.00,-12.70,807.00,72.00,263.00,-0.40,1.00
Jelani McCoy,N,N,N,N,N,128.00,175.00,-8.70,1156.00,72.00,864.00,-0.20,5.00
Jerald Honeycutt,N,N,N,N,N,36.00,8.00,-9.50,275.00,25.00,105.00,-0.20,0.00
Jerami Grant,N,N,N,N,N,260.00,270.00,-6.30,1581.00,127.00,758.00,0.00,6.00
Jerel McNeal,N,N,N,N,N,2.00,1.00,-8.50,9.00,3.00,3.00,-0.10,0.00
Jeremy Evans,N,N,N,N,N,105.00,112.00,14.00,806.00,84.00,586.00,0.40,8.00
Jeremy Lamb,N,N,N,N,N,316.00,87.00,-12.10,2214.00,148.00,830.00,0.10,11.00
Jeremy Lin,N,N,N,N,N,1807.00,162.00,2.80,4842.00,471.00,1159.00,0.80,21.00
Jeremy Pargo,N,N,N,N,N,64.00,2.00,-5.60,196.00,12.00,32.00,-0.40,0.00
Jeremy Tyler,N,N,N,N,N,26.00,44.00,-35.50,395.00,24.00,286.00,-0.40,0.00
Jerian Grant,N,N,N,N,N,297.00,18.00,-3.70,796.00,97.00,254.00,-0.10,3.00
